"is_canceled","lead_time","arrival_date_month","arrival_date_week_number","arrival_date_day_of_month","stays_in_weekend_nights","stays_in_week_nights","adults","children","babies","meal","country","market_segment","is_repeated_guest","previous_cancellations","previous_bookings_not_canceled","booking_changes","deposit_type","company","days_in_waiting_list","customer_type","required_car_parking_spaces","total_of_special_requests","reservation_status","name","email","phone.number","credit_card"
0,130,"June",24,6,1,3,1,0,0,"BB","HRV","Offline TA/TO",0,0,0,1,"No Deposit",NA,12,"Transient-Party",0,0,"Check-Out","Christian Miles","Christian.Miles@gmail.com","610-896-2952","************1437"
1,43,"April",17,21,0,2,2,0,0,"BB","PRT","Offline TA/TO",0,0,0,0,"No Deposit",NA,0,"Transient",0,0,"Canceled","Jesse Little","Jesse.L@hotmail.com","935-082-2064","************8690"
1,163,"June",26,25,1,1,2,0,0,"HB","PRT","Groups",0,0,0,0,"Non Refund",NA,0,"Transient",0,0,"Canceled","George Buchanan","George.B@yandex.com","942-575-2940","************9839"
0,4,"October",44,25,0,1,1,0,0,"BB","ESP","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",0,0,"Check-Out","Chelsey Williams","Chelsey.Williams@protonmail.com","934-496-5897","************6886"
1,210,"June",25,19,1,3,2,0,0,"BB","PRT","Offline TA/TO",0,0,0,0,"Non Refund",NA,0,"Transient",0,0,"Canceled","Adam Berg","Adam_B67@zoho.com","916-202-6208","************9599"
0,177,"October",45,30,2,3,2,0,0,"BB","DEU","Offline TA/TO",0,0,0,0,"No Deposit",NA,0,"Transient",0,1,"Check-Out","Jennifer Mercado","Mercado_Jennifer@outlook.com","579-574-4417","************9696"
0,70,"December",53,25,2,1,2,1,0,"BB","ESP","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",0,2,"Check-Out","Karen Porter","Karen_Porter@aol.com","252-148-7683","************3107"
0,69,"October",44,25,2,1,2,0,0,"BB","PRT","Groups",0,0,0,0,"No Deposit",NA,58,"Transient-Party",0,0,"Check-Out","Kristy Cohen","Kristy_Cohen54@gmail.com","179-233-3781","************4796"
0,59,"July",30,23,1,1,1,0,0,"BB","JPN","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",0,1,"Check-Out","Jennifer Chavez","Chavez.Jennifer@protonmail.com","345-470-8702","************9538"
0,102,"October",42,16,0,2,2,0,0,"HB","DEU","Offline TA/TO",0,0,0,0,"No Deposit",NA,0,"Transient-Party",0,0,"Check-Out","Isabel Knight","Knight_Isabel@verizon.com","720-947-9717","************6704"
0,190,"August",32,7,1,5,2,0,0,"BB","DEU","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",0,0,"Check-Out","Keith Gibbs","Keith_Gibbs@xfinity.com","792-927-8801","************5153"
1,316,"May",22,26,0,3,1,0,0,"BB","PRT","Groups",0,0,0,1,"No Deposit",NA,0,"Transient-Party",0,0,"Canceled","Kelly Bennett","KellyBennett@comcast.net","566-470-0577","************9537"
0,133,"April",16,19,0,4,2,0,0,"BB","NZL","Offline TA/TO",0,0,0,0,"No Deposit",NA,0,"Transient-Party",0,0,"Check-Out","Christine Ballard","Christine_B@mail.com","702-830-2260","************7976"
0,320,"August",34,18,0,2,2,0,0,"HB","DEU","Offline TA/TO",0,0,0,0,"No Deposit",NA,0,"Transient-Party",0,1,"Check-Out","Kimberly Bass","Kimberly.B@aol.com","933-438-3083","************8930"
0,93,"April",17,17,2,3,2,0,0,"BB","NLD","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",0,1,"Check-Out","Brenda Garrison","Brenda_G@yandex.com","858-432-2663","************3419"
1,465,"July",27,4,0,1,2,0,0,"BB","PRT","Offline TA/TO",0,0,0,0,"Non Refund",NA,0,"Transient",0,0,"Canceled","David Brown","David.B@gmail.com","683-361-4817","************9123"
0,48,"September",37,11,1,2,2,0,0,"BB","PRT","Groups",0,0,0,0,"No Deposit",NA,0,"Transient-Party",0,0,"Check-Out","John Mueller","JohnMueller@zoho.com","257-664-5703","************5389"
1,158,"May",22,24,0,2,1,0,0,"BB","PRT","Groups",0,0,0,0,"Non Refund",NA,31,"Transient",0,0,"Canceled","Jessica Michael","JMichael@zoho.com","533-656-3969","************7397"
1,77,"July",29,12,0,2,2,0,0,"SC","RUS","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",0,0,"Canceled","Mrs. Barbara Robles","MRobles@verizon.com","296-931-8883","************4523"
0,56,"December",50,7,0,3,0,2,0,"BB","ITA","Online TA",0,0,0,1,"No Deposit",NA,0,"Transient",0,1,"Check-Out","Robin Moreno","RMoreno@gmail.com","277-944-1475","************8348"
0,0,"June",24,12,1,0,2,0,0,"BB","GBR","Direct",0,0,0,0,"No Deposit",NA,0,"Transient",0,0,"Check-Out","Andrea Fowler","Andrea.F27@gmail.com","785-739-8152","************3021"
0,116,"July",27,6,0,3,2,0,0,"SC","GBR","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",0,0,"Check-Out","Kathleen Sanchez","Kathleen_Sanchez67@gmail.com","829-287-2092","************6352"
0,46,"September",37,4,2,2,2,1,0,"HB","ESP","Direct",0,0,0,1,"No Deposit",NA,0,"Transient",0,0,"Check-Out","Mark Sanchez","Mark_S@comcast.net","722-606-4231","************6118"
0,134,"April",16,16,2,1,2,0,0,"BB","PRT","Offline TA/TO",0,0,0,0,"No Deposit",NA,0,"Transient",0,0,"Check-Out","Natalie Perez","NPerez32@mail.com","251-457-9084","************4058"
1,117,"April",14,8,2,1,1,0,0,"BB","AUT","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",0,1,"Canceled","Nicole Roy","Nicole.R@yandex.com","345-919-3899","************5831"
0,0,"September",40,29,1,3,1,0,0,"BB","DEU","Direct",0,0,0,3,"No Deposit",NA,0,"Transient",0,0,"Check-Out","Kevin Bradford","KBradford@hotmail.com","607-900-0668","************1196"
1,303,"March",10,9,1,3,2,0,0,"BB","DEU","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",0,2,"Canceled","Kelly Benton","Benton.Kelly67@aol.com","884-263-8516","************1148"
0,120,"April",14,3,1,2,1,0,0,"BB","BEL","Online TA",0,0,0,2,"No Deposit",NA,0,"Transient",0,1,"Check-Out","Nicole Maldonado","NicoleMaldonado@zoho.com","713-215-7019","************5267"
0,70,"July",28,11,0,1,2,0,0,"SC","GBR","Online TA",0,0,0,1,"No Deposit",NA,0,"Group",0,1,"Check-Out","Jennifer Alvarado","Jennifer_Alvarado@gmail.com","872-804-7817","************5638"
0,250,"May",20,20,1,1,3,0,0,"HB","GBR","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",0,1,"Check-Out","Ryan Odonnell","ROdonnell@comcast.net","289-871-7606","************2675"
1,162,"April",13,1,2,1,2,0,0,"BB","PRT","Groups",0,0,0,0,"No Deposit",NA,0,"Transient-Party",0,0,"Canceled","Aaron Smith","Smith.Aaron@mail.com","691-598-6957","************8718"
0,114,"August",32,4,0,3,2,0,0,"SC","IRL","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",1,1,"Check-Out","Steven Weiss","Steven_W@att.com","148-683-1435","************3646"
0,92,"June",26,20,1,3,1,1,0,"SC","FIN","Online TA",0,0,0,1,"No Deposit",NA,0,"Transient",0,1,"Check-Out","Andrew Frey","Andrew_F@verizon.com","866-333-5458","************5060"
0,5,"October",42,12,1,1,2,0,0,"BB","PRT","Groups",0,0,1,0,"No Deposit",NA,0,"Transient-Party",0,0,"Check-Out","Zachary Wilson","Zachary_Wilson@mail.com","457-295-9118","************1956"
1,20,"February",5,4,2,4,3,0,0,"BB","FRA","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",0,1,"Canceled","Brandon Kelly","Brandon.Kelly39@mail.com","608-311-4240","************3243"
1,444,"December",49,1,0,3,1,0,0,"BB","PRT","Offline TA/TO",0,1,0,0,"Non Refund",NA,39,"Transient",0,0,"Canceled","Kyle Fisher","Kyle_F@protonmail.com","807-315-4721","************2522"
0,23,"January",1,2,2,1,2,0,0,"HB","ITA","Offline TA/TO",0,0,0,0,"No Deposit",NA,0,"Transient-Party",0,0,"Check-Out","Kevin Anderson","Anderson.Kevin74@yandex.com","395-616-2907","************2114"
1,454,"October",41,6,0,2,2,0,0,"BB","PRT","Groups",0,0,0,0,"Non Refund",NA,0,"Transient",0,0,"Canceled","Jaclyn Ramos","Jaclyn.Ramos67@hotmail.com","580-004-0404","************4653"
0,40,"June",23,10,2,6,2,0,0,"HB","ROU","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",0,1,"Check-Out","Ivan Vazquez","Ivan.V93@hotmail.com","502-131-9533","************8494"
1,28,"May",21,19,0,2,2,0,0,"BB","PRT","Corporate",0,0,0,0,"No Deposit",174,0,"Transient-Party",0,0,"Canceled","Annette Oconnell","Oconnell_Annette@xfinity.com","224-510-8778","************2823"
1,64,"March",12,23,0,3,2,0,0,"BB","HUN","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",0,0,"Canceled","Diana Colon","Diana_C@verizon.com","313-962-9502","************3636"
0,4,"November",47,13,2,0,1,0,0,"BB","GBR","Corporate",0,0,0,0,"No Deposit",NA,0,"Transient",0,1,"Check-Out","Perry Smith","Perry.Smith@hotmail.com","777-808-0758","************4267"
1,355,"October",41,7,0,2,2,0,0,"BB","PRT","Groups",0,1,0,0,"Non Refund",NA,0,"Transient-Party",0,0,"Canceled","Joshua Bailey","JoshuaBailey@mail.com","284-734-0053","************1632"
1,1,"February",10,28,2,1,1,0,0,"BB","PRT","Offline TA/TO",0,0,0,0,"No Deposit",NA,0,"Transient-Party",0,0,"Canceled","Christopher Duncan","Christopher.Duncan@protonmail.com","308-553-9311","************1687"
1,247,"August",31,1,0,4,2,0,0,"SC","DEU","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",0,1,"Canceled","Michael Gordon","MGordon52@hotmail.com","167-343-8875","************6561"
1,344,"June",25,16,0,2,2,0,0,"BB","PRT","Groups",0,0,0,0,"Non Refund",NA,0,"Transient",0,0,"Canceled","Hannah Wilson","Hannah.W@yandex.com","538-953-7867","************2245"
0,134,"February",8,25,0,1,1,0,0,"BB","PRT","Groups",0,0,0,0,"No Deposit",NA,0,"Transient-Party",0,0,"Check-Out","Christopher Baker","Baker.Christopher@mail.com","294-579-8775","************6439"
0,5,"August",33,18,0,1,2,0,0,"BB","PRT","Direct",0,0,0,0,"No Deposit",NA,0,"Transient",0,1,"Check-Out","Gregory Hopkins","Gregory_H@xfinity.com","274-010-5204","************8956"
0,0,"April",16,16,0,1,2,0,0,"BB","DEU","Direct",0,0,0,0,"No Deposit",NA,0,"Transient",0,0,"Check-Out","Travis Lara","TLara36@mail.com","930-765-9538","************4902"
0,45,"August",34,16,0,3,3,0,0,"BB","ESP","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",0,2,"Check-Out","Leslie Kelley","LeslieKelley58@verizon.com","589-806-8515","************7229"
1,113,"July",29,10,1,0,2,0,0,"SC","USA","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",0,0,"Canceled","Jesse Page","Page.Jesse@zoho.com","832-709-0201","************1256"
0,196,"August",34,26,2,2,2,0,0,"BB","DEU","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",0,3,"Check-Out","Becky Williams","Becky_W@zoho.com","176-586-7490","************5505"
0,76,"February",8,18,0,3,2,0,0,"BB","DEU","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",0,0,"Check-Out","Megan Washington","Megan_W@zoho.com","981-420-2925","************4606"
1,177,"June",23,3,0,2,2,0,0,"BB","PRT","Offline TA/TO",0,0,0,0,"No Deposit",NA,0,"Transient-Party",0,0,"Canceled","Lisa Mendoza","LMendoza@protonmail.com","153-542-1149","************1009"
0,20,"July",30,22,0,2,2,0,0,"BB","PRT","Groups",0,0,0,0,"No Deposit",NA,0,"Transient-Party",0,0,"Check-Out","Vanessa Fields","Fields_Vanessa@outlook.com","269-639-3862","************8432"
1,38,"January",5,29,1,0,2,0,0,"BB","FRA","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",0,0,"Canceled","Dr. Richard Williams","Dr._Williams@hotmail.com","869-062-6086","************2282"
1,125,"July",28,10,1,0,3,0,0,"BB","PRT","Direct",0,0,0,0,"No Deposit",NA,0,"Transient",0,1,"Canceled","Randy Robinson","RandyRobinson@att.com","245-403-2788","************6285"
1,302,"October",41,6,0,3,2,0,0,"BB","PRT","Offline TA/TO",0,1,0,0,"Non Refund",NA,0,"Transient",0,0,"Canceled","Lauren Powell","Powell.Lauren32@outlook.com","936-073-6172","************8284"
1,87,"June",24,9,0,3,2,0,0,"BB","PRT","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",0,0,"Canceled","Karen Rosales","Karen_Rosales@xfinity.com","566-825-4319","************4812"
0,0,"April",16,18,0,1,2,0,0,"BB","DEU","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",0,1,"Check-Out","Kathryn Brown","Kathryn.B@aol.com","322-551-4356","************2433"
0,15,"July",28,15,1,1,2,0,0,"BB","CHN","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",0,2,"Check-Out","Joseph Garner","JGarner@hotmail.com","196-549-1142","************2305"
1,273,"June",26,24,1,2,2,0,0,"BB","PRT","Online TA",0,0,0,1,"No Deposit",NA,0,"Transient",0,0,"Canceled","Brent Scott","BrentScott@mail.com","588-442-3271","************4938"
0,0,"July",27,3,1,0,2,0,0,"BB","PRT","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",0,1,"Check-Out","Casey Wright","Casey.Wright@xfinity.com","566-565-2581","************7787"
0,248,"April",15,9,2,0,2,0,0,"BB","DEU","Groups",0,0,0,0,"No Deposit",NA,0,"Transient-Party",0,1,"Check-Out","Christopher Garcia III","Christopher.I@gmail.com","258-706-0101","************4092"
0,260,"July",30,24,1,3,2,0,0,"BB","FRA","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",0,4,"Check-Out","Christina Lewis","Christina.Lewis@protonmail.com","741-858-8203","************5508"
1,407,"May",18,6,2,1,2,0,0,"BB","PRT","Offline TA/TO",0,0,0,0,"Non Refund",NA,0,"Transient",0,0,"Canceled","Reginald Keller","Reginald_K@aol.com","132-713-5111","************1178"
0,129,"June",27,30,0,3,2,0,0,"BB","DEU","Direct",0,0,0,0,"No Deposit",NA,0,"Transient-Party",0,1,"Check-Out","Elizabeth Harris","EHarris17@outlook.com","207-233-5103","************4409"
0,4,"August",34,22,0,3,1,0,0,"SC","DEU","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",0,1,"Check-Out","Ana Wang","Ana.W@zoho.com","278-762-2221","************8456"
1,86,"July",28,6,1,3,2,0,0,"BB","PRT","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",0,0,"Canceled","David Washington","David_W@gmail.com","721-070-5823","************3568"
0,73,"June",23,8,0,3,1,0,0,"BB","CHE","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient-Party",0,0,"Check-Out","Kristina Navarro","Kristina_N@zoho.com","946-850-2201","************3574"
0,91,"May",18,6,1,1,2,0,0,"BB","NOR","Online TA",0,0,0,1,"No Deposit",NA,0,"Transient",0,3,"Check-Out","Robert Moran","Moran_Robert@xfinity.com","108-122-8679","************2316"
0,55,"June",25,17,2,2,1,0,0,"BB","NLD","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",0,1,"Check-Out","Matthew Harris","Matthew_Harris94@gmail.com","418-220-3824","************3348"
0,98,"November",48,23,1,2,1,0,0,"BB","FRA","Groups",0,0,0,0,"No Deposit",NA,0,"Transient-Party",0,0,"Check-Out","Michelle Hart","Michelle.Hart32@comcast.net","290-965-0212","************9240"
1,211,"May",21,20,0,2,2,0,0,"BB","PRT","Offline TA/TO",0,0,0,0,"Non Refund",NA,111,"Transient",0,0,"Canceled","Christina Rivera","CRivera@mail.com","165-642-4449","************7213"
1,451,"May",21,16,1,2,2,0,0,"BB","PRT","Groups",0,0,0,0,"Non Refund",NA,0,"Transient",0,0,"Canceled","Cameron Mills","Cameron_Mills@yandex.com","850-447-4748","************6040"
1,125,"June",25,18,2,0,2,0,0,"BB","ISR","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",0,0,"Canceled","Megan Roberts","MRoberts@att.com","168-784-0690","************4163"
1,178,"April",18,28,0,3,2,0,0,"BB","PRT","Offline TA/TO",0,1,0,0,"Non Refund",NA,46,"Transient",0,0,"Canceled","Kayla Lambert","KLambert@aol.com","241-602-5376","************5920"
0,86,"March",14,31,1,3,2,0,0,"BB","PRT","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient-Party",0,1,"Check-Out","Derrick Smith","DSmith@outlook.com","768-068-0041","************6127"
1,226,"August",35,27,1,1,2,0,0,"HB","PRT","Groups",0,0,0,0,"Non Refund",NA,0,"Transient",0,0,"Canceled","Douglas Calderon","DouglasCalderon@zoho.com","203-887-2266","************8546"
1,126,"May",21,15,2,2,2,0,0,"SC","CHE","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",0,0,"Canceled","Laura Ryan DDS","Laura.DDS@outlook.com","685-058-4468","************6254"
0,105,"May",18,5,1,2,2,0,0,"BB","FRA","Offline TA/TO",0,0,0,0,"No Deposit",NA,0,"Transient",0,0,"Check-Out","Peggy Brown","Brown.Peggy@verizon.com","826-658-2686","************2203"
0,32,"October",44,26,1,4,2,0,0,"BB","DEU","Offline TA/TO",0,0,0,0,"No Deposit",NA,0,"Transient",0,1,"Check-Out","Miguel Hartman","Miguel.H@yandex.com","566-860-5507","************5828"
1,204,"October",41,7,0,2,3,0,0,"BB","GBR","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",0,0,"Canceled","Laura Harrison","Harrison_Laura@att.com","829-609-4575","************2845"
1,271,"July",29,15,0,2,2,0,0,"BB","PRT","Groups",0,1,0,0,"Non Refund",NA,0,"Transient-Party",0,0,"Canceled","Elizabeth Cook","ECook19@att.com","791-612-8604","************1358"
1,173,"May",19,9,0,4,2,0,0,"SC","BRA","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",0,2,"Canceled","Erik Crawford","Erik_Crawford79@comcast.net","668-183-7790","************1839"
0,14,"February",9,27,1,3,2,0,0,"SC","GBR","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",0,2,"Check-Out","Kristin Anderson","Kristin_Anderson@xfinity.com","120-214-7446","************5270"
0,30,"April",17,29,2,1,2,0,0,"SC","ESP","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient-Party",0,2,"Check-Out","Jennifer Goodman","Jennifer.Goodman@gmail.com","467-839-4393","************3171"
0,292,"July",30,21,0,2,2,0,0,"HB","DEU","Offline TA/TO",0,0,0,0,"No Deposit",NA,0,"Transient-Party",0,0,"Check-Out","Bradley Fletcher","Bradley_F90@verizon.com","156-668-4516","************7036"
0,101,"April",18,26,0,1,1,0,0,"HB","PRT","Groups",0,0,0,0,"No Deposit",NA,0,"Transient-Party",0,0,"Check-Out","Thomas Murphy","ThomasMurphy@yahoo.com","417-993-7186","************2242"
1,281,"October",40,1,2,1,2,0,0,"HB","PRT","Groups",0,0,0,0,"No Deposit",NA,174,"Transient-Party",0,0,"Canceled","James Walsh","JWalsh@aol.com","268-692-6630","************6392"
1,232,"May",21,22,1,4,3,0,0,"HB","AUT","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",0,1,"Canceled","Jennifer Turner","Jennifer_Turner96@xfinity.com","824-005-6567","************7358"
1,213,"July",29,21,2,3,2,0,0,"SC","DEU","Online TA",0,0,0,2,"No Deposit",NA,0,"Transient",0,1,"Canceled","Patrick White","Patrick_White@hotmail.com","723-333-6035","************7100"
0,434,"June",22,3,2,1,2,0,0,"BB","AUS","Groups",0,0,0,0,"No Deposit",NA,0,"Transient-Party",0,1,"Check-Out","Sarah Bartlett","Bartlett.Sarah@att.com","400-565-5967","************3321"
0,4,"March",11,13,1,1,1,0,0,"BB","PRT","Aviation",1,0,2,1,"No Deposit",153,0,"Transient",0,0,"Check-Out","Daniel Yu","Daniel_Yu@att.com","914-161-7616","************9501"
1,83,"March",12,18,2,5,2,0,0,"BB","AUT","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",0,0,"Canceled","Anthony Carr","AnthonyCarr@xfinity.com","628-547-1514","************8583"
0,1,"July",30,23,0,1,2,0,0,"BB","NOR","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",0,2,"Check-Out","Frances Smith","Frances_S@yandex.com","172-527-9783","************7702"
1,29,"September",40,29,0,1,2,0,0,"BB","FRA","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",0,1,"Canceled","Robert Rivera","Rivera.Robert@mail.com","728-838-2050","************5019"
1,97,"October",41,5,1,3,1,0,0,"BB","PRT","Groups",0,0,0,0,"Non Refund",NA,0,"Transient",0,0,"Canceled","Dr. Beth Martinez","Dr._M69@zoho.com","556-500-8776","************7193"
0,10,"February",9,26,2,2,1,1,0,"BB","ITA","Online TA",0,0,0,1,"No Deposit",NA,0,"Transient",0,0,"Check-Out","Kenneth Farley","Kenneth_F@xfinity.com","507-797-0216","************2512"
0,225,"April",17,29,1,1,2,0,0,"HB","FRA","Groups",0,0,0,0,"No Deposit",NA,0,"Transient-Party",0,0,"Check-Out","Frank Morgan","Frank.Morgan86@att.com","231-190-0525","************5511"
1,85,"November",45,7,1,1,2,0,0,"HB","PRT","Groups",0,0,0,0,"Non Refund",NA,60,"Transient",0,0,"Canceled","Sheena Baker","Sheena_Baker52@hotmail.com","157-454-2818","************8615"
1,53,"September",40,26,1,2,2,0,0,"BB","PRT","Groups",0,0,0,0,"Non Refund",NA,0,"Transient",0,0,"Canceled","Marcus Thompson","Marcus_Thompson96@protonmail.com","106-415-3223","************4223"
1,16,"April",17,27,2,3,2,0,0,"BB","PRT","Direct",0,0,0,0,"No Deposit",NA,0,"Transient",0,1,"Canceled","Anthony Jarvis","Jarvis.Anthony@yahoo.com","329-108-8713","************4293"
0,69,"April",18,27,1,4,2,1,0,"BB","PRT","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",0,2,"Check-Out","Lawrence Miller","Lawrence.M@mail.com","156-262-5347","************8832"
1,290,"June",25,17,1,2,2,0,0,"BB","PRT","Offline TA/TO",0,0,0,0,"No Deposit",NA,108,"Transient-Party",0,0,"Canceled","Jack Davidson","Jack.Davidson@gmail.com","371-464-2636","************6468"
0,16,"January",3,19,1,3,2,0,0,"SC","NOR","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",0,1,"Check-Out","Lauren Ortiz","LaurenOrtiz@aol.com","889-501-6267","************5401"
0,6,"September",39,22,0,3,2,0,0,"BB","IND","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",0,1,"Check-Out","James Rice","JRice75@outlook.com","180-204-7462","************7294"
0,268,"October",42,9,2,3,2,0,0,"BB","LCA","Offline TA/TO",0,0,0,0,"No Deposit",NA,0,"Transient-Party",0,0,"Check-Out","Allen Cooper","Allen.Cooper@yandex.com","141-785-9475","************1054"
1,165,"May",20,19,2,2,2,0,0,"BB","PRT","Groups",0,0,0,0,"Non Refund",NA,0,"Transient",0,0,"Canceled","Emily Gonzalez","EmilyGonzalez@aol.com","699-374-6301","************3134"
0,97,"May",22,28,2,3,2,0,0,"HB","FRA","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",0,0,"Check-Out","Walter Wright","Walter.W@gmail.com","916-217-1729","************1526"
0,158,"May",22,25,0,4,2,0,0,"BB","AUT","Online TA",0,0,0,9,"No Deposit",NA,0,"Transient",0,0,"Check-Out","Rebecca Mitchell","Rebecca_M56@comcast.net","245-891-6077","************7564"
1,76,"October",42,10,1,0,1,0,0,"BB","PRT","Offline TA/TO",0,0,0,0,"No Deposit",NA,0,"Transient-Party",0,0,"Canceled","Fernando Foster","Fernando_F@gmail.com","432-024-8199","************6373"
0,9,"July",31,30,1,1,2,1,1,"BB","PRT","Direct",0,0,0,0,"No Deposit",NA,0,"Transient",1,4,"Check-Out","Kim Duarte","KDuarte@zoho.com","190-343-7702","************9059"
0,75,"September",38,19,2,2,3,0,0,"BB","ESP","Groups",0,0,0,1,"No Deposit",NA,0,"Transient-Party",0,1,"Check-Out","Alyssa Castro","Alyssa_C@protonmail.com","983-054-9966","************5463"
0,230,"September",39,18,2,2,2,0,0,"BB","BEL","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient-Party",0,1,"Check-Out","Amanda Gray","AGray@xfinity.com","402-204-4086","************4235"
1,15,"May",18,3,0,2,1,0,0,"BB","FRA","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",0,1,"Canceled","Michael Pittman","Michael.P37@zoho.com","538-606-7068","************9767"
